Domains,Industry,Class,Employees,Discover - Events,Discover - Overall Score,Discover - Event Count
soitec.com,Manufacturing,1,1750,"Type: *** Discover Insider ***Event: Chief Executive Officer of Soitec told us they were looking into ' On boarding new employees within the next ['4 to 6 Months'].Date: 31/10/2023Type: Invests Into AssetsEvent: Soitec Group will invest into assets: plant in the amount of $424M on Dec 1st '23.URL: https://fortune.com/2023/11/01/singapore-keeps-pace-chipmaking-race-semiconductor-globalfoundries-investment/Date: 20/07/2023Type: Invests Into AssetsEvent: Soitec Group invested into assets: wafer fabrication plant in the amount of $593M in Singapore, Singapore on Jul 1st '22.URL: https://anradus.com.sg/blog-post/singapore/20230721-sg/Date: 25/04/2023Type: Is DevelopingEvent: Soitec Group is developing 5G smartphone filters.URL: https://finance.yahoo.com/news/soitec-sawnics-announce-process-design-163800511.htmlDate: 24/04/2023Type: Partners WithEvent: STMicroelectronics partners with Soitec Group.URL: https://www.eetimes.com/how-stmicro-strategizes-sic-to-power-the-future-of-evs/Date: 26/02/2023Type: Invests Into AssetsEvent: Soitec Group invests into assets: wafer plant in the amount of $430M in Singapore, Singapore.URL: https://asia.nikkei.com/Business/Tech/Semiconductors/Chip-industry-doubles-down-on-Singapore-as-production-hub",Excellent,5
soprasteria.com,Business Services,1,50000,Type: *** Discover Insider ***Event: Manager of Soprasteria told us they were looking into ' Hardware refresh.,Excellent,0
ubisoft.com,Software,1,21000,Type: *** Discover Insider ***Event: Manager of Ubisoft told us they were looking into ' Data protection against Cyberthreats.,Booster activated,0
verallia.com,Manufacturing,1,10000,,Good,0
funk-gruppe.de,Insurance,1,1439,,Excellent,0
gft.com,Business Services,1,10000,,Good,0
guehring.de,Manufacturing,1,110,Type: *** Discover Insider ***Event: IT Projektleiter of Guehring told us they were looking into 'Hardware refresh within the next 6 - 9 months.,Good,0
hako.com,Retail,1,2000,,Good,0
hansemerkur.de,Insurance,1,2346,,Excellent,0
hellermanntyton.de,Manufacturing,1,435,,Good,0
krombacher.de,Retail,1,810,,Good,0
nobilia.de,Manufacturing,1,3723,Date: 11/10/2023Type: signs_new_clientEvent: Tollco AB signs new client Nobilia GmbH.URL: https://tollco.se/en/news/12154-2-2/Date: 06/03/2023Type: LaunchesEvent: Nobilia GmbH launches Cascada Collection of cabinetry.URL: https://nkba.org/insights/kitchen-bath-innovators-compete-at-8th-annual-designbites-at-kbis/Date: 15/12/2022Type: Partners WithEvent: German Kitchen Store Ltd partners with Nobilia GmbH.URL: https://www.germankitchenstore.co.uk/diy-german-kitchens-new-range-coming-soon-in-2023/,Good,3
progroup.ag,Real Estate,1,848,Type: *** Discover Insider ***Event: Project Manager IT of Progroup told us they were looking into 'Backup/recovery performance within the next 9 - 12 months.Date: 11/04/2023Type: Expands FacilitiesEvent: Progroup AG expanded facilities to Germany on Mar 1st '23.URL: https://www.lesprom.com/en/news/Progroup_builds_new_waste-to-energy_plant_at_Sandersdorf-Brehna_mill_in_Germany_108483/Date: 26/03/2023Type: Expands Offices InEvent: Progroup AG expands offices in Germany.URL: https://www.thepackagingportal.com/industry-news/start-of-construction-of-waste-to-energy-plant-in-sandersdorf-brehna/Date: 10/01/2023Type: Increases Headcount ByEvent: Progroup AG increases headcount by 50.URL: https://gofro.expert/en/news/progroup-starts-another-corrugated-plant-in-strykow/,Good,3
sartorius.com,Manufacturing,1,15000,"Type: *** Discover Insider ***Event: Manager Information Technology Demand of Sartorius told us they were looking into 'Hardware refresh within the next 9 - 12 months.Date: 15/10/2023Type: LaunchesEvent: Sartorius launches Advanced Flow Cytometry Handbook.URL: https://www.the-scientist.com/the-marketplace/new-sartorius-digital-handbook-brings-the-power-of-advanced-flow-cytometry-to-every-scientist-71431Date: 12/10/2023Type: LaunchesEvent: Sartorius launches Picus 2 Electronic Pipette.URL: https://www.pharmafocusasia.com/pressreleases/the-new-picus-2-sets-a-new-standard-for-connected-electronic-pipettesDate: 10/10/2023Type: AcquiresEvent: Corning, Inc. acquired Sartorius for $500M on Aug 1st '22.URL: https://www.openpr.com/news/3243079/transport-sample-box-market-to-witness-excellent-growth-by-2030Date: 29/09/2023Type: Partners WithEvent: Sartorius partners with Sparta.URL: https://www.nsmedicaldevices.com/news/sartorius-forms-partnership-with-sparta-biodiscovery-on-novel-nanoparticle-analysis-platformDate: 28/09/2023Type: Signs New ClientEvent: Jungheinrich signs new client Sartorius.URL: https://www.forkliftaction.com/news/biotech-firm-chooses-jungheinrich-automation.aspx?n=28469",Excellent,5
slbenfica.pt,Hospitality,1,2987,Date: 01/11/2023Type: partners_withEvent: S.L. Benfica partners with Sreenidi Deccan FC.URL: https://fcbusiness.co.uk/news/sl-benfica-signs-historic-partnership-with-sreenidi-deccan-fc/Date: 13/10/2023Type: HiresEvent: S.L. Benfica hires Roberto.URL: https://www.brytfmonline.com/roberto-becomes-benficas-highest-paid-player-renewal-announced-with-the-classic-game-in-mind-roller-hockey/Date: 03/09/2023Type: AcquiresEvent: acquires S.L. Benfica.URL: http://americansoccernow.com/articles/turner-makes-statement-at-forest-aaronson-assists-pulisic-wins-amp-much-moreDate: 09/08/2023Type: Partners WithEvent: S.L. Benfica partners with Crowdclass.URL: https://crowdclass.com/blog/sl-benfica-partners-with-crowdclass-to-kick-off-the-ultimate-fan-engagement-experience-with-an-nft-collection/Date: 09/08/2023Type: LaunchesEvent: S.L. Benfica launches Super Cup.URL: https://sportstar.thehindu.com/football/benfica-beats-porto-to-win-portuguese-super-cup-ninth-time-di-maria-musa-goal/article67179143.ece,Good,5
almirall.com,Manufacturing,1,1786,"Type: *** Discover Insider ***Event: Director of Almirall told us they were looking into ' Organizational change.Date: 23/10/2023Type: LaunchesEvent: Almirall launches eighth call through AlmirallShare.URL: https://www.almirall.com/newsroom/news/almirall-opens-new-call-for-proposals-to-better-understand-key-pathological-mechanisms-of-several-skin-diseasesDate: 13/10/2023Type: Partners WithEvent: EpimAb Biotherapeutics, Inc. partners with Almirall.URL: https://www.pharmafocuseurope.com/news/epimab-biotherapeutics-and-almirall-announce-a-license-agreement-for-bispecific-antibodiesDate: 09/10/2023Type: Partners WithEvent: Almirall partnered with Centrient Pharmaceuticals on Oct 10th '23.URL: https://floridalatamworldofbusiness.com/2023/10/10/centrient-pharmaceuticals-joins-almiralls-growing-innovation-hub-in-barcelona/Date: 14/09/2023Type: LaunchesEvent: Almirall launched Moving aheAD awareness campaign, featuring a unique virtual art gallery known as the Atopic Museum on Sep 14th '23.URL: https://pharmtales.com/almirall-uses-famous-paintings-to-raise-awareness-of-atopic-dermatitisDate: 13/09/2023Type: LaunchesEvent: Almirall launches Moving aheAD.URL: https://www.pmlive.com/pharma_news/world_atopic_eczema_day_2023_almirall_unveils_awareness_campaign_1499809",Good,5
fluidra.com,Retail,1,6594,,Good,0
idom.com,Construction,1,3800,Type: *** Discover Insider ***Event: M Sc Civil Engineer Director Of Operations Infrastructure of Idom told us they were looking into 'moving to cloud within the next 6 - 9 months.,Good,0
mahou-sanmiguel.com,Manufacturing,1,4218,Type: *** Discover Insider ***Event: Senior Project Manager Information Technology of Mahou Sanmiguel told us they were looking into 'Data management and protection within the next 6 - 9 months.,Good,0
mango.com,Manufacturing,1,14000,Type: *** Discover Insider ***Event: Manager of Mango told us they were looking into ' Change in environment and existing system not suitable.,Good,0
nh-hotels.com,Hospitality,1,12451,,Good,0
racc.es,Hospitality,1,1500,,Good,0
unidadeditorial.es,Media & Internet,1,2485,,Good,0
coopservice.it,Holding Companies & Conglomerates,1,25500,,Good,0
tenaris.com,Manufacturing,1,23000,"Date: 09/10/2023Type: receives_financingEvent: Tenaris receives financing of $2.85M in investment.URL: https://www.marketbeat.com/instant-alerts/nyse-ts-sec-filing-2023-10-10/Date: 09/10/2023Type: Invests IntoEvent: Osloam invests into Tenaris $2.85M.URL: https://www.marketbeat.com/instant-alerts/nyse-ts-sec-filing-2023-10-10/Date: 26/09/2023Type: Partners WithEvent: Tenaris partners with Skills Ontario.URL: https://www.sootoday.com/local-news/indigenous-youth-visit-tenaris-as-part-of-trades-and-tech-day-7614526Date: 14/09/2023Type: Expands Offices ToEvent: Tenaris expands offices to Harris, Pennsylvania, United States.URL: https://www.baycitysentinel.com/news/county-learns-tenaris-has-moved-maverick-abatement-vote-mike-reddellDate: 08/09/2023Type: Invests Into AssetsEvent: Tenaris invests into assets: land, buildings, and equipment in Houston, Texas, United States.URL: https://www.steelmarketupdate.com/2023/09/08/tenaris-plans-blytheville-restart-acquires-houston-pipe-processor/",Good,5
gruppohera.it,"Energy, Utilities & Waste",1,9415,,Good,0
permasteelisagroup.com,Construction,1,1022,Type: *** Discover Insider ***Event: Group Chief Information Officer of Permasteelisagroup told us they were looking into 'Operational improvements within the next 3 - 6 months.,Excellent,0
rina.org,Business Services,1,5300,,Excellent,0
sicuritalia.it,Business Services,1,17000,,Good,0
eydap.gr,"Energy, Utilities & Waste",1,1856,,Good,0
conaxesstrade.com,Manufacturing,1,49,,Good,0
egmont.com,Media & Internet,1,4494,"Type: *** Discover Insider ***Event: CIO Vice President of Egmont, is interested in 2022 Ransomware Trends Report in Denmark.",Excellent,0
kyocera-unimerco.com,Manufacturing,1,532,,Good,0
morsoe.dk,Organizations,1,1665,,Good,0
netcompany.com,Business Services,1,2237,"Type: *** Discover Insider ***Event: IT Manager of Netcompany, is interested in 2022 Ransomware Trends Report in Denmark.",Excellent,0
superfos.com,Manufacturing,1,328,,Good,0
st-group.com,Retail,1,10000,Type: *** Discover Insider ***Event: Senior IT Manager of St Group told us they were looking into 'Data management and protection within the next 6 - 9 months.,Excellent,0
semcomaritime.com,Construction,1,1316,"Type: *** Discover Insider ***Event: Head Of IT Applications of Semcomaritime, is interested in 2022 Ransomware Trends Report in Denmark.",Excellent,0
sydbank.dk,,1,,Type: *** Discover Insider ***Event: HR Partner of Sydbank told us they were looking into 'Digitalise HR and reduce the amount of paper.,Good,0
unops.org,Business Services,1,12500,,Excellent,0
welltec.com,Manufacturing,1,850,"Type: *** Discover Insider ***Event: IT Director of Welltec, is interested in 2022 Ransomware Trends Report in Denmark.",Excellent,0
colorline.no,Transportation,1,395,"Type: *** Discover Insider ***Event: Chief Information Security Officer of Colorline, is interested in 2022 Ransomware Trends Report in Norway.",Good,0
ikomm.no,Business Services,1,51,,Good,0
nrva.no,Government,1,24,,Good,0
nord.no,Education,1,2444,,Excellent,0
q-free.com,Manufacturing,1,349,"Type: *** Discover Insider ***Event: IT Systems Manager of Q Free, is interested in 2022 Ransomware Trends Report in Norway.",Excellent,0
brreg.no,Business Services,1,274,,Good,0
statnett.no,"Energy, Utilities & Waste",1,1594,"Type: *** Discover Insider ***Event: CISO SVP of Statnett, is interested in 2022 Ransomware Trends Report in Norway.",Good,0
sykehuspartner.no,"Energy, Utilities & Waste",1,1735,"Type: *** Discover Insider ***Event: Chief Information Security Officer And Head Of Department of Sykehuspartner, is interested in 2022 Ransomware Trends Report in Norway.",Excellent,0
uia.no,Education,1,1180,"Type: *** Discover Insider ***Event: Section Head Of The IT Department of Uia, is interested in 2022 Ransomware Trends Report in Norway.",Excellent,0
visma.com,Business Services,1,14000,"Type: *** Discover Insider ***Event: Chief Technology Officer of Visma, is interested in 2022 Ransomware Trends Report in Norway.Date: 31/10/2023Type: Partners WithEvent: Astralis Group partners with Visma group.URL: https://e-sportstats.com/blog/astralis-nexus-joins-forces-with-visma-e-conomic-in-innovative-partnership/Date: 29/09/2023Type: LaunchesEvent: Visma group launched Group-wide campaign on Sep 22nd '23.URL: https://www.visma.com/blog/visma-car-diet-week-2023-where-every-employee-can-make-an-impactDate: 24/09/2023Type: AcquiresEvent: Visma group acquires Quaderno.URL: https://www.finsmes.com/2023/09/visma-acquires-quaderno.htmlDate: 24/09/2023Type: AcquiresEvent: Visma group acquired Quaderno on Sep 21st '23.URL: https://tech.eu/2023/09/21/visma-acquires-quaderno/Date: 24/09/2023Type: AcquiresEvent: Visma group acquires Silverfin Software Ltd..URL: https://newsnreleases.com/2023/09/25/visma-reinforces-position-in-europe-with-acquisition-of-silverfin/",Excellent,5
xxl.no,Retail,1,4286,,Good,0
aalto.fi,Education,1,4125,,Excellent,0
hel.fi,Government,1,38000,,Good,0
helsinki.fi,Education,1,1291,Type: *** Discover Insider ***Event: Head Of Human Resources of Helsinki told us they were looking into 'Improve HR analytics to help make better informed decisions.,Excellent,0
huhtamaki.com,Manufacturing,1,18927,"Type: *** Discover Insider ***Event: Head Of Global IT Infrastructure of Huhtamaki, is interested in Microsoft 365 Backup For Dummies in Finland.",Excellent,0
mtv.fi,Telecommunications,1,280,,Good,0
pihlajalinna.fi,Hospitals & Physicians Clinics,1,6623,,Good,0
savonlinna.fi,Government,1,1198,,Good,0
turkuamk.fi,Education,1,982,,Good,0
valmet.com,Manufacturing,1,17548,Type: *** Discover Insider ***Event: HR Manager Automation And Pulp Energy BL Scandinavia of Valmet told us they were looking into 'Improve HR analytics to help make better informed decisions.Date: 31/10/2023Type: Is DevelopingEvent: Valmet is developing operating model for investment projects.URL: https://www.lesprom.com/en/news/Mets%C3%A4_Group_and_Valmet_to_develop_new_operating_model_for_investment_projects_110321/Date: 31/10/2023Type: Is DevelopingEvent: Valmet is developing joint sustainability model.URL: https://www.offsite-now.com/feed/article/167785/valmet-and-mets-group-to-develop-joint-sustainability-model?utm_source=offsite&utm_medium=newsfeed&utm_campaign=offsite-articleId-167785Date: 12/10/2023Type: LaunchesEvent: Valmet launches monitoring application.URL: https://www.marketscreener.com/quote/stock/VALMET-OYJ-15379631/news/Valmet-Oyj-launches-a-new-monitoring-application-to-secure-bearing-lubrication-in-fiber-processing-45046990/Date: 12/10/2023Type: LaunchesEvent: Valmet launches Valmet Oil Monitoring.URL: https://www.electronicspecifier.com/news/latest/valmet-launches-new-monitoring-application-to-secure-bearing-lubricationDate: 10/10/2023Type: LaunchesEvent: Valmet launches Valmet Rotating Consistency Measurement for pulp and paper producers.URL: https://www.valmet.com/media/news/press-releases/2023/valmet-introduces-a-new-optical-consistency-measurement-for-wet-end-applications,Excellent,5
wartsila.com,Manufacturing,1,17581,Type: *** Discover Insider ***Event: HR Manager of Wartsila told us they were looking into 'Deal with routine employee requests more efficiently.Date: 01/11/2023Type: Partners WithEvent: Wärtsilä Corp partners with Wasaline.URL: https://breakbulk.news/wartsila-introduces-ultra-low-emissions-version-of-31df-engine-significantly-reducing-methane-emissions/Date: 31/10/2023Type: LaunchesEvent: Wärtsilä Corp launched ultra-low emissions version of the Wärtsilä 31DF engine on Nov 1st '23.URL: https://www.marinelink.com/news/wrtsil-unveils-new-ultralow-emissions-509138Date: 31/10/2023Type: LaunchesEvent: Wärtsilä Corp launches methane-slashing version of LNG dual-fuel engine.URL: https://www.tradewindsnews.com/technology/wartsila-unveils-new-methane-slashing-version-of-lng-dual-fuel-engine/2-1-1545898Date: 27/10/2023Type: Signs New ClientEvent: Wärtsilä Corp signs new client Sallaum Lines International.URL: https://www.electrichybridmarinetechnology.com/news/environmental/sallaum-lines-selects-wartsilas-decarbonization-program.htmlDate: 17/10/2023Type: Partners WithEvent: Wärtsilä Corp partnered with Clearway Energy Group on Jul 4th '22.URL: https://pv-magazine-usa.com/2022/07/11/wartsila-to-supply-clearway-with-500-mw-2-gwh-of-energy-storage-for-projects-in-california-and-hawaii/,Excellent,5
