Domains,Industry,Event Count,Discover - Overall Score
pdf.com,Other,0,Excellent
DECELECT.com,Manufacturing,0,Good
wyplay.com,Information Technology,0,Good
aqseptence.it,Other,0,Good
aveine.com,Food and Beverage,0,Good
sistemi.com,Information Technology,0,Good
cefla.it,Other,0,Good
wattswater.com,Other,0,Good
questel.com,Information Technology,0,Good
sadel.it,Information Technology,0,Good
lascom.com,Other,0,Good
expeditors.com,Other,0,Booster activated
radiozeeland.com,Other,0,Good
kyberg.de,Health Care,0,Good
wavin.com,Other,5,Good
sitgroup.it,Other,0,Good
sgcib.com,Finance,0,Good
avarno.de,Information Technology,0,Good
drukwerkdeal.nl,Other,0,Good
arttic.eu,Other,0,Good
decade.fr,Information Technology,0,Good
rvbank-rhein-haardt.de,Finance,0,Good
clsystems.fr,Information Technology,0,Good
sekab.com,Other,0,Good
aptar.com,Other,4,Excellent
cosmoconsult.com,Information Technology,0,Good
mosaicfinance.fr,Finance,0,Good
rwg.nl,Other,0,Good
emerson.com,Other,5,Excellent
jamestown.de,Finance,0,Good
rizzogroup.se,Retail,0,Good
prologis.com,Other,5,Excellent
riscure.com,Other,0,Excellent
kentalis.nl,Health Care,0,Good
coolcompany.com,Finance,0,Good
kraeuterhaus.de,Other,0,Good
bengtdahlgren.se,Other,0,Good
fluor.com,Engineering,2,Booster activated
buvocastings.nl,Manufacturing,0,Good
siepmann.de,Manufacturing,0,Good
tlt-turbo.com,Manufacturing,0,Good
emglive.com,Marketing,0,Good
pdf.com,Computer and Technology,0,Excellent
samafood.it,Food and Beverage,0,Good
arneg.it,Manufacturing,0,Good
newbold.ac.uk,Education,0,Good
fae-group.com,Manufacturing,0,Good
intermatica.it,Information Technology,0,Good
bongard.fr,Manufacturing,0,Good
stclarehospice.org.uk,Health Care,0,Good
gruppoladoria.it,Food and Beverage,0,Good
hanoverdisplays.com,Energy,0,Good
canossiane-treviso.it,Education,0,Good
kep-technologies.com,Manufacturing,0,Good
riverside-es.com,Food and Beverage,0,Good
lafayette.com,Retail,0,Good
accelis.fr,Health Care,0,Good
ruffer.co.uk,Other,3,Good
securetrustbank.com,Finance,0,Excellent
stokomani.fr,Other,1,Excellent
landal.nl,Other,0,Good
kew.org,Other,0,Excellent
tungsten-network.com,Other,0,Good
victrex.com,Other,2,Excellent
rubix.nl,Other,0,Good
logitrade.fr,Other,0,Good
rydon.co.uk,Other,0,Good
travelodge.co.uk,Other,5,Excellent
itiviti.com,Other,0,Excellent
ultimo.com,Other,0,Good
ptarmiganmedia.com,Other,0,Good
dh-partner.com,Manufacturing,0,Good
sensata.com,Manufacturing,5,Excellent
clinimed.co.uk,Other,0,Good
backbase.com,Other,0,Excellent
actavo.com,Other,5,Excellent
welthungerhilfe.de,Other,0,Good
iceland.co.uk,Retail,2,Good
thenottingham.com,Other,2,Good
abaco.com,Other,0,Excellent
omya.com,Other,0,Excellent
biofrontera.com,Other,0,Good
freeths.co.uk,Other,5,Excellent
thirteengroup.co.uk,Other,0,Good
absoft.co.uk,Other,0,Good
brummer.se,Other,0,Good
penrosesurgery.nhs.uk,Other,0,Good
imos3d.com,Other,0,Good
nwfltd.co.uk,Other,0,Good
medialario.com,Aviation,0,Good
halma.com,Manufacturing,1,Good
ugle.org.uk,Other,0,Good
panini.com,Other,0,Good
zanichelli.it,Other,0,Good
rpmi.co.uk,Finance,0,Good
ampleforth.org.uk,Other,0,Good
saffronbs.co.uk,Finance,0,Good
tuc.org.uk,Other,0,Good
axilaris.de,Information Technology,0,Good
notts-fire.gov.uk,Government,0,Good
brownbutler.com,Finance,0,Good
britvic.co.uk,Other,0,Good
fedrusinternational.be,Other,0,Good
dehag.ag,Other,0,Good
laidlawschoolstrust.co.uk,Education,0,Good
hawkins.biz,Finance,0,Good
accidentexchange.com,Other,0,Good
xfab.com,Other,0,Good
beiersdorf.com,Other,1,Excellent
wfw.com,Other,4,Excellent
greenergy.com,Other,0,Good
saddleback.co.uk,Other,0,Good
amundi.com,Other,5,Excellent
spacenk.com,Other,0,Good
softwareag.com,Other,4,Excellent
birketts.co.uk,Other,0,Good
pirum.com,Other,0,Good
eckoh.com,Information Technology,1,Excellent
acrelec.com,Other,0,Good
adidas.com,Other,5,Excellent
marl.co.uk,Other,0,Good
smith-nephew.com,Other,5,Booster activated
mlp.fr,Other,0,Good
knapen-trailers.eu,Other,0,Good
sru.org.uk,Other,0,Good
greenhead.ac.uk,Education,2,Good
gmlcapital.net,Finance,0,Good
muehlhan.com,Manufacturing,0,Excellent
clubmed.com,Other,0,Good
learnship.com,Education,0,Good
vezet.nl,Food and Beverage,0,Good
midvaal.gov.za,Government,0,Good
dlv.de,Marketing,0,Good
easyteam.fr,Information Technology,0,Good
anovahealth.co.za,Non-profit Organizations,0,Good
theapsgroup.com,Other,0,Excellent
dwg.nl,Manufacturing,0,Good
skyteam.com,Aviation,0,Good
anovo.com,Information Technology,0,Good
sofology.co.uk,Retail,1,Good
smithpartnership.co.uk,Engineering,0,Good
wavin.com,Engineering,5,Excellent
sgs.com,Non-profit Organizations,5,Good
daiichi-sankyo.be,Health Care,0,Good
tigro.com,Information Technology,0,Good
cashforce.com,Information Technology,0,Good
wvandoorneint.be,Information Technology,0,Good
bms.com,Health Care,5,Booster activated
vanwezel.be,Aviation,0,Good
incoplas.com,Manufacturing,0,Good
vitrocisetbelgium.com,Aviation,0,Good
bat.com,Retail,5,Booster activated
mercuria.com,Energy,1,Excellent
datatrans.ch,Information Technology,0,Good
all4labels.com,Manufacturing,0,Good
freshfields.com,Engineering,3,Good
prudential.com,Finance,5,Excellent
armor-group.com,Chemicals,1,Excellent
quicksign.com,Information Technology,0,Good
mister-auto.com,Information Technology,0,Good
lyreco.com,Information Technology,5,Good
internationalsos.com,Health Care,0,Good
sebia.com,Health Care,0,Good
bodycote.com,Manufacturing,1,Excellent
neoxia.com,Information Technology,0,Good
remy-cointreau.com,Food and Beverage,5,Good
fourseasons.com,Health Care,5,Excellent
groupe-ccpa.com,Food and Beverage,0,Good
wabteccorp.com,Information Technology,5,Excellent
arkane-studios.com,Information Technology,0,Good
dps-fr.com,Manufacturing,0,Good
mbws.com,Food and Beverage,0,Good
hpe.com,Information Technology,5,Excellent
grandluxurygroup.com,Other,0,Good
figeac-aero.com,Aviation,0,Good
everseen.com,Information Technology,0,Good
collegiosancarlo.it,Education,0,Good
hoyngrokhmonegier.com,Engineering,0,Good
zimmerbiomet.com,Health Care,5,Excellent
jumo.world,Information Technology,2,Good
mccain.com,Food and Beverage,4,Excellent
theitsolutions.io,Information Technology,0,Good
bengtdahlgren.se,Finance,0,Good
culinar.se,Manufacturing,0,Good
harol.be,Engineering,0,Good
falconpb.com,Finance,0,Good
de.bosch.com,Information Technology,0,Good
ulsterbank.com,Finance,0,Good
beinformed.com,Marketing,0,Good
transas.com,Information Technology,0,Good
wallenstam.se,Engineering,0,Good
hiab.com,Manufacturing,0,Excellent
polykemi.com,Manufacturing,0,Good
etac.com,Health Care,0,Good
modelon.com,Information Technology,0,Good
elektroskandia.se,Retail,0,Good
arhs.co.za,Education,0,Good
ginatricot.com,Retail,0,Good
ikanobostad.se,Finance,0,Good
arbetsformedlingen.se,Government,0,Good
kiala.com,Information Technology,0,Good
gilson.com,Health Care,0,Good
visualart.com,Other,0,Good
orbitone.se,Manufacturing,0,Good
konings.be,Food and Beverage,0,Good
ansem.com,Manufacturing,0,Good
nibc.com,Finance,0,Excellent
megagrouptrade.com,Manufacturing,0,Good
vida.se,Manufacturing,0,Good
diabgroup.com,Manufacturing,0,Good
eworkgroup.com,Finance,0,Good
nordicwaterproofing.com,Engineering,0,Good
airborne.com,Manufacturing,0,Good
element.in,Legal Services,0,Good
wittur.com,Manufacturing,0,Good
lilium.com,Aviation,0,Excellent
cflex.com,Manufacturing,0,Excellent
ubitricity.com,Food and Beverage,0,Good
apleona.com,Information Technology,0,Good
trigo-group.com,Aviation,4,Booster activated
adp.fr,Aviation,0,Good
kermel.com,Manufacturing,0,Good
brittanyferries.com,Information Technology,5,Good
lacoste.com,Retail,5,Excellent
apogeecorp.com,Information Technology,0,Excellent
exprogroup.com,Energy,0,Good
yazaki-europe.com,Aviation,0,Excellent
amersports.com,Manufacturing,0,Excellent
raisin.com,Finance,0,Excellent
serrala.com,Information Technology,0,Excellent
adform.com,Information Technology,0,Good
happn.fr,Information Technology,0,Good
botify.com,Information Technology,0,Booster activated
mccormick.com,Food and Beverage,5,Excellent
prima-solutions.com,Information Technology,0,Good
dywidag.com,Engineering,0,Good
dnata.com,Aviation,0,Excellent
greensill.com,Finance,0,Good
felss.com,Manufacturing,0,Good
gtai.com,Non-profit Organizations,0,Good
entoria.fr,Legal Services,0,Good
geosys.com,Information Technology,0,Good
micromania.fr,Retail,0,Good
globalpayments.com,Finance,1,Good
mutares.de,Finance,0,Excellent
coya.com,Legal Services,0,Good
fondsdepotbank.de,Finance,0,Excellent
assurone-group.com,Legal Services,0,Good
ofi-am.fr,Engineering,0,Good
knightfrank.com,Engineering,4,Good
asurion.com,Information Technology,0,Excellent
hgcapital.com,Finance,0,Good
kaspersky.co.uk,Information Technology,0,Good
leadec-services.com,Manufacturing,0,Excellent
1nce.com,Information Technology,0,Good
mdoc.one,Health Care,0,Good
lafuma.com,Manufacturing,0,Good
dimotrans.com,Information Technology,0,Good
chronext.com,Retail,0,Good
conductix.com,Manufacturing,0,Good
vivy.com,Health Care,0,Good
leadersleague.com,Marketing,0,Good
abylsen.com,Information Technology,0,Good
stoneacre.co.uk,Aviation,1,Excellent
eckes-granini.com,Food and Beverage,0,Excellent
marleyspoon.com,Food and Beverage,0,Good
viasphere.com,Information Technology,0,Good
searoc.com,Information Technology,0,Good
mpmoran.co.uk,Engineering,0,Good
pdsa.org.uk,Non-profit Organizations,0,Good
appway.com,Information Technology,0,Good
jp-rosselet.ch,Retail,0,Good
se.com,Energy,5,Good
s-ge.com,Non-profit Organizations,0,Excellent
hogrefe.de,Marketing,0,Good
constellium.com,Manufacturing,5,Excellent
365talents.com,Information Technology,0,Good
stereograph.fr,Information Technology,0,Good
fmi.ie,Retail,0,Good
stxgroup.com,Finance,0,Good
gazprombank.ch,Finance,0,Good
heinekenswitzerland.com,Food and Beverage,0,Good
gpv-group.com,Energy,0,Excellent
manz.com,Manufacturing,2,Excellent
hellogetsafe.com,Legal Services,0,Good
toyota.ie,Aviation,0,Good
sunlife.com,Finance,3,Excellent
theaa.ie,Legal Services,0,Excellent
netwatchsystem.com,Information Technology,0,Good
hsbc.com,Finance,5,Excellent
rentokil-initial.com,Information Technology,1,Excellent
buhlergroup.com,Manufacturing,0,Good
wvi.org,Non-profit Organizations,0,Good
sommet-education.com,Education,0,Good
arvos-group.com,Manufacturing,0,Excellent
aludium.com,Other,0,Good
lidl.ie,Retail,5,Good
tibco.com,Information Technology,5,Excellent
glantus.com,Information Technology,0,Good
hg.eu,Chemicals,0,Good
fdmediagroep.nl,Marketing,0,Good
panduro.com,Retail,0,Good
fagerhult.com,Manufacturing,0,Excellent
nac.co.za,Aviation,0,Good
pmi.com,Retail,0,Good
ald-vt.de,Manufacturing,0,Good
mutares.com,Finance,0,Good
vivira.com,Health Care,0,Good
ammeraalbeltech.com,Manufacturing,0,Good
winoagroup.com,Manufacturing,0,Good
captaplus.com,Information Technology,0,Good
kemptechnologies.com,Information Technology,0,Good
synchronoss.com,Information Technology,5,Good
logmein.com,Information Technology,1,Booster activated
mufg-investorservices.com,Finance,0,Good
groenleven.nl,Food and Beverage,0,Good
rstshortsea.nl,Information Technology,0,Good
veon.com,Information Technology,3,Excellent
tesla.com,Aviation,0,Good
autobinck.com,Aviation,0,Good
on-running.com,Other,0,Good
tnt.com,Manufacturing,5,Excellent
luckycart.com,Information Technology,0,Good
triballat.com,Food and Beverage,0,Good
udemy.com,Education,5,Booster activated
dcc.ie,Other,5,Excellent
guidewire.com,Information Technology,4,Booster activated
spandex.com,Marketing,0,Excellent
snelstart.nl,Information Technology,0,Good
momentummetropolitan.co.za,Finance,0,Excellent
fundi.co.za,Finance,0,Good
schoeller-textiles.com,Manufacturing,0,Good
egeli-informatik.com,Information Technology,0,Good
clece.es,Information Technology,0,Good
apexfunds.ie,Finance,0,Good
welocalize.com,Other,1,Excellent
gaa.ie,Other,5,Excellent
3m.com,Manufacturing,5,Excellent
famargroup.com,Manufacturing,0,Good
devoteam.com,Information Technology,5,Excellent
grandvision.com,Retail,0,Excellent
zivver.com,Information Technology,0,Good
vanwijnen.nl,Engineering,0,Good
faberhalbertsmagroup.com,Information Technology,0,Good
balder.se,Engineering,0,Good
helsinn.com,Health Care,0,Excellent
aliaxis.com,Manufacturing,2,Excellent
bofrost.de,Food and Beverage,0,Excellent
p66.com,Energy,0,Good
viscofan.com,Food and Beverage,0,Excellent
polyexpert.fr,Legal Services,0,Good
iongroup.com,Information Technology,1,Excellent
flytxt.com,Information Technology,0,Excellent
acdc.co.za,Manufacturing,0,Good
exxaro.com,Other,0,Good
gym80.de,Other,0,Good
es.issworld.com,Information Technology,0,Good
iserba.fr,Engineering,0,Good
ca-cib.com,Finance,5,Excellent
cluizel.com,Food and Beverage,0,Good
paris.fr,Government,0,Good
korian.fr,Health Care,0,Good
gloucestershire.police.uk,Government,0,Good
wiltshire.ac.uk,Education,0,Good
gallifordtry.co.uk,Engineering,5,Excellent
nesgt.com,Finance,0,Excellent
bradford.ac.uk,Education,5,Excellent
rai.nl,Finance,0,Good
eigenhuis.nl,Information Technology,0,Good
evos.eu,Information Technology,0,Good
aoe.com,Information Technology,0,Good
pharmamar.com,Health Care,0,Good
optimind.com,Finance,0,Good
eckes-granini.fr,Food and Beverage,0,Good
iconem.com,Other,0,Good
louvre-hotels.com,Other,0,Good
idc.com,Education,5,Excellent
fredolsen.co.uk,Information Technology,0,Excellent
virtualsciences.nl,Information Technology,0,Good
imcdgroup.com,Manufacturing,0,Excellent
sena.nl,Other,0,Good
contorion.de,Retail,0,Good
dbh.de,Information Technology,0,Good
sas-automotive.com,Manufacturing,0,Good
berlinhyp.de,Finance,0,Excellent
viudadesainz.com,Engineering,0,Good
fibratel.com,Information Technology,0,Good
df-sa.es,Manufacturing,0,Good
editions-lariviere.fr,Marketing,0,Good
socloz.com,Information Technology,0,Good
vstepsimulation.com,Information Technology,0,Good
damen.com,Manufacturing,0,Good
truckland.nl,Aviation,0,Good
beddinghouse.com,Manufacturing,0,Good
schiphol.nl,Aviation,5,Excellent
bgcpartners.com,Finance,0,Excellent
sv-informatik.de,Information Technology,0,Good
synchronoss.com,Information Technology,5,Excellent
fressnapf.com,Retail,0,Good
mwbfairtrade.com,Finance,0,Good
heineken.com,Food and Beverage,5,Good
groupe-edh.com,Education,0,Good
daregal.fr,Food and Beverage,0,Good
teachonmars.com,Education,0,Good
lavoixdunord.fr,Marketing,0,Good
bankofchina.com,Finance,1,Good
stadetoulousain.fr,Other,0,Good
sharegroop.com,Finance,0,Good
fredolsen.co.uk,Manufacturing,0,Excellent
ravenht.org.uk,Non-profit Organizations,0,Good
lookers.co.uk,Aviation,0,Good
stmaryscambridge.co.uk,Education,0,Good
bs-gg.com,Retail,0,Good
insign.ch,Information Technology,0,Good
vfsglobal.com,Information Technology,0,Good
daikinchem.de,Manufacturing,0,Excellent
gdels.com,Aviation,1,Excellent
doctolib.fr,Health Care,0,Good
talan.com,Information Technology,0,Good
deltservices.co.uk,Information Technology,0,Good
charles-stanley.co.uk,Engineering,1,Good
travelodge.co.uk,Health Care,5,Excellent
berlinhyp.de,Finance,0,Excellent
baeko.de,Retail,0,Good
leanix.net,Information Technology,0,Good
q-perior.com,Finance,0,Good
eagleburgmann.com,Manufacturing,0,Excellent
sofip-sa.fr,Health Care,0,Good
lamutuellegenerale.fr,Legal Services,0,Good
e-leclerc.com,Retail,0,Good
sfr.com,Information Technology,0,Good
inoapps.com,Information Technology,0,Good
clarks.com,Retail,2,Good
hendersonscott.com,Finance,0,Good
tate.org.uk,Non-profit Organizations,0,Excellent
luxfer.com,Manufacturing,0,Good
niledutch.com,Information Technology,0,Good
superunie.nl,Retail,0,Good
federale.be,Legal Services,0,Good
jungbunzlauer.com,Health Care,0,Good
noventa.com,Manufacturing,0,Good
rwb.ch,Information Technology,0,Good
medacta.com,Health Care,0,Good
sapal.ch,Manufacturing,0,Good
ort.asso.fr,Information Technology,0,Good
itinsell.com,Information Technology,0,Good
britishlegion.org.uk,Non-profit Organizations,0,Good
orthofix.com,Health Care,4,Excellent
acapela-group.com,Information Technology,0,Good
dhk.be,Retail,0,Good
oekk.ch,Legal Services,0,Good
wander.ch,Food and Beverage,0,Good
coresystems.ch,Information Technology,0,Excellent
ceresioinvestors.com,Finance,0,Good
meconex.ch,Health Care,0,Good
ronalgroup.com,Aviation,0,Excellent
newaccess.ch,Finance,0,Excellent
esri.ch,Information Technology,0,Good
prestashop.com,Information Technology,0,Excellent
thinkopen.it,Information Technology,0,Good
cemegroup.com,Manufacturing,0,Good
filoblu.com,Information Technology,0,Excellent
hawe.com,Manufacturing,0,Excellent
aminolabs.com,Health Care,0,Good
videohouse.be,Marketing,0,Good
fkg.ch,Health Care,0,Good
transatel.com,Information Technology,0,Good
purecontrol.com,Manufacturing,0,Good
moranlogistics.co.uk,Information Technology,0,Good
netinsurance.it,Legal Services,0,Good
intesigroup.com,Information Technology,0,Good
globalquakemodel.org,Non-profit Organizations,0,Good
irbm.com,Health Care,0,Good
gilmar.it,Retail,0,Good
vivibanca.it,Finance,0,Good
be.atlascopco.com,Manufacturing,0,Good
axxes.com,Information Technology,0,Good
imabenelux.com,Legal Services,0,Good
sensirion.com,Energy,0,Excellent
